movieId,title,popularity
418,Being Human (1993),4233
419,"Beverly Hillbillies, The (1993)",19616
420,Beverly Hills Cop III (1994),86139
421,Black Beauty (1994),10553
422,Blink (1994),9019
423,Blown Away (1994),33305
424,Blue Chips (1994),14927
425,Blue Sky (1994),8053
426,Body Snatchers (1993),20996
427,Boxing Helena (1993),12978
428,"Bronx Tale, A (1993)",157285
429,Cabin Boy (1994),9068
430,Calendar Girl (1993),2445
431,Carlito's Way (1993),229839
432,City Slickers II: The Legend of Curly's Gold (1994),20592
433,Clean Slate (1994),4134
434,Cliffhanger (1993),138302
435,Coneheads (1993),57397
436,Color of Night (1994),25515
437,Cops and Robbersons (1994),7395
438,"Cowboy Way, The (1994)",8915
440,Dave (1993),56348
441,Dazed and Confused (1993),196642
442,Demolition Man (1993),190310
444,Even Cowgirls Get the Blues (1993),7766
445,Fatal Instinct (1993),7997
446,Farewell My Concubine (Ba wang bie ji) (1993),32364
448,Fearless (1993),24224
449,Fear of a Black Hat (1994),4510
450,With Honors (1994),15711
451,Flesh and Bone (1993),6216
452,Widows' Peak (1994),1857
453,For Love or Money (1993),15252
454,"Firm, The (1993)",145722
455,Free Willy (1993),81887
456,Fresh (1994),14369
457,"Fugitive, The (1993)",313806
458,Geronimo: An American Legend (1993),13220
459,"Getaway, The (1994)",19380
460,Getting Even with Dad (1994),8595
461,Go Fish (1994),2311
464,Hard Target (1993),55439
466,Hot Shots! Part Deux (1993),96147
467,Live Nude Girls (1995),1985
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",18562
469,"House of the Spirits, The (1993)",24634
470,House Party 3 (1994),5581
471,"Hudsucker Proxy, The (1994)",84294
472,I'll Do Anything (1994),2833
473,In the Army Now (1994),14531
474,In the Line of Fire (1993),112066
475,In the Name of the Father (1993),184852
476,"Inkwell, The (1994)",1558
477,What's Love Got to Do with It? (1993),24244
478,Jimmy Hollywood (1994),3606
479,Judgment Night (1993),18424
480,Jurassic Park (1993),1050137
481,Kalifornia (1993),57180
482,Killing Zoe (1994),21288
484,Lassie (1994),6609
485,Last Action Hero (1993),161653
486,Life with Mikey (1993),6487
487,Lightning Jack (1994),7164
488,M. Butterfly (1993),10801
489,Made in America (1993),17637
490,Malice (1993),26928
491,"Man Without a Face, The (1993)",30740
492,Manhattan Murder Mystery (1993),46338
493,Menace II Society (1993),63523
494,Executive Decision (1996),60941
495,In the Realm of the Senses (Ai no corrida) (1976),22426
496,What Happened Was... (1994),2202
497,Much Ado About Nothing (1993),51229
499,Mr. Wonderful (1993),3512
500,Mrs. Doubtfire (1993),286638
501,Naked (1993),43081
502,"Next Karate Kid, The (1994)",33342
504,No Escape (1994),22320
505,North (1994),14615
506,Orlando (1992),18343
507,"Perfect World, A (1993)",85820
508,Philadelphia (1993),255115
509,"Piano, The (1993)",93968
510,Poetic Justice (1993),16329
511,"Program, The (1993)",11447
512,"Puppet Masters, The (1994)",9606
513,Radioland Murders (1994),3876
514,"Ref, The (1994)",26362
515,"Remains of the Day, The (1993)",82577
516,Renaissance Man (1994),18854
517,Rising Sun (1993),47891
518,"Road to Wellville, The (1994)",13076
519,RoboCop 3 (1993),53580
520,Robin Hood: Men in Tights (1993),134696
521,Romeo Is Bleeding (1993),14956
522,Romper Stomper (1992),41280
523,Ruby in Paradise (1993),3224
524,Rudy (1993),68045
526,"Savage Nights (Nuits fauves, Les) (1992)",2391
527,Schindler's List (1993),1427853
528,"Scout, The (1994)",6868
529,Searching for Bobby Fischer (1993),41990
531,"Secret Garden, The (1993)",43934
532,Serial Mom (1994),32143
533,"Shadow, The (1994)",26809
534,Shadowlands (1993),20232
535,Short Cuts (1993),46982
536,"Simple Twist of Fate, A (1994)",5990
537,Sirens (1994),11412
538,Six Degrees of Separation (1993),22295
539,Sleepless in Seattle (1993),188396
540,Sliver (1993),33517
541,Blade Runner (1982),811678
542,Son in Law (1993),22140
543,So I Married an Axe Murderer (1993),42329
544,Striking Distance (1993),44992
546,Super Mario Bros. (1993),62246
547,Surviving the Game (1994),12893
548,Terminal Velocity (1994),14481
549,Thirty-Two Short Films About Glenn Gould (1993),3892
550,Threesome (1994),13558
551,"Nightmare Before Christmas, The (1993)",371205
552,"Three Musketeers, The (1993)",58528
553,Tombstone (1993),162746
555,True Romance (1993),239439
556,"War Room, The (1993)",4392
558,"Pagemaster, The (1994)",25223
562,Welcome to the Dollhouse (1995),36729
563,Germinal (1993),5672
564,Chasers (1994),7095
567,Kika (1993),14884
568,Bhaji on the Beach (1993),1225
569,Little Big League (1994),11425
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",2255
574,Spanking the Monkey (1994),6690
575,"Little Rascals, The (1994)",55216
577,Andre (1994),7174
579,"Escort, The (Scorta, La) (1993)",946
580,Princess Caraboo (1994),2943
581,"Celluloid Closet, The (1995)",7430
583,Dear Diary (Caro Diario) (1994),8935
585,"Brady Bunch Movie, The (1995)",24071
586,Home Alone (1990),643566
587,Ghost (1990),232336
588,Aladdin (1992),457692
589,Terminator 2: Judgment Day (1991),1157686
590,Dances with Wolves (1990),286170
592,Batman (1989),399546
593,"Silence of the Lambs, The (1991)",1521382
594,Snow White and the Seven Dwarfs (1937),212790
595,Beauty and the Beast (1991),475053
596,Pinocchio (1940),157553
597,Pretty Woman (1990),352379
599,"Wild Bunch, The (1969)",89465
600,Love and a .45 (1994),4811
602,"Great Day in Harlem, A (1994)",488
605,One Fine Day (1996),48166
606,Candyman: Farewell to the Flesh (1995),14205
608,Fargo (1996),714461
609,Homeward Bound II: Lost in San Francisco (1996),16052
610,Heavy Metal (1981),37630
611,Hellraiser: Bloodline (1996),24186
612,"Pallbearer, The (1996)",11548
613,Jane Eyre (1996),10077
615,Bread and Chocolate (Pane e cioccolata) (1973),1951
616,"Aristocats, The (1970)",112890
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",12608
618,Two Much (1995),5958
619,Ed (1996),8903
626,"Thin Line Between Love and Hate, A (1996)",5298
627,"Last Supper, The (1995)",15543
628,Primal Fear (1996),242419
631,All Dogs Go to Heaven 2 (1996),6564
632,Land and Freedom (Tierra y libertad) (1995),11947
633,Denise Calls Up (1995),1409
634,Theodore Rex (1995),4807
635,"Family Thing, A (1996)",4061
636,Frisk (1995),731
637,Sgt. Bilko (1996),23691
638,Jack and Sarah (1995),5521
639,Girl 6 (1996),6576
640,Diabolique (1996),15194
645,Nelly & Monsieur Arnaud (1995),5013
647,Courage Under Fire (1996),58823
648,Mission: Impossible (1996),464243
649,Cold Fever (Á köldum klaka) (1995),1880
650,Moll Flanders (1996),4473
653,Dragonheart (1996),101063
656,Eddie (1996),11360
661,James and the Giant Peach (1996),73237
662,Fear (1996),52778
663,Kids in the Hall: Brain Candy (1996),9405
665,Underground (1995),60695
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),3401
668,Song of the Little Road (Pather Panchali) (1955),37596
670,"World of Apu, The (Apur Sansar) (1959)",16395
671,Mystery Science Theater 3000: The Movie (1996),18823
673,Space Jam (1996),210440
674,Barbarella (1968),37218
678,Some Folks Call It a Sling Blade (1993),1769
679,"Run of the Country, The (1995)",443
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",27208
685,It's My Party (1996),3192
688,Operation Dumbo Drop (1995),9632
691,Mrs. Winterbourne (1996),8387
692,Solo (1996),4512
694,"Substitute, The (1996)",15356
695,True Crime (1996),3012
697,Feeling Minnesota (1996),11479
698,Delta of Venus (1995),2333
700,Angus (1995),7062
703,Boys (1996),3812
704,"Quest, The (1996)",27726
706,Sunset Park (1996),1834
707,Mulholland Falls (1996),18727
708,"Truth About Cats & Dogs, The (1996)",28913
709,Oliver & Company (1988),52228
710,Celtic Pride (1996),10495
711,Flipper (1996),11568
714,Dead Man (1995),102097
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",6335
718,"Visitors, The (Visiteurs, Les) (1993)",37458
719,Multiplicity (1996),34671
720,Wallace & Gromit: The Best of Aardman Animation (1996),43037
722,"Haunted World of Edward D. Wood Jr., The (1996)",479
724,"Craft, The (1996)",105810
725,"Great White Hype, The (1996)",10587
726,Last Dance (1996),4666
728,Cold Comfort Farm (1995),7380
731,Heaven's Prisoners (1996),5684
733,"Rock, The (1996)",354326
735,Cemetery Man (Dellamorte Dellamore) (1994),22764
736,Twister (1996),209487
737,Barb Wire (1996),30877
741,Ghost in the Shell (Kôkaku kidôtai) (1995),154014
742,Thinner (1996),33237
743,Spy Hard (1996),39990
745,Wallace & Gromit: A Close Shave (1995),43037
747,"Stupids, The (1996)",7094
748,"Arrival, The (1996)",37705
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),511918
757,Ashes of Time (Dung che sai duk) (1994),16683
759,Maya Lin: A Strong Clear Vision (1994),526
760,Stalingrad (1993),37254
761,"Phantom, The (1996)",35515
762,Striptease (1996),47602
764,Heavy (1995),5821
765,Jack (1996),63261
766,I Shot Andy Warhol (1996),7062
773,Touki Bouki (1973),3977
775,Spirits of the Dead (1968),6864
778,Trainspotting (1996),717227
779,'Til There Was You (1997),2983
780,Independence Day (a.k.a. ID4) (1996),599615
781,Stealing Beauty (1996),30092
782,"Fan, The (1996)",50867
783,"Hunchback of Notre Dame, The (1996)",169285
784,"Cable Guy, The (1996)",175751
785,Kingpin (1996),89975
786,Eraser (1996),117285
788,"Nutty Professor, The (1996)",122583
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",1090
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",30
795,Somebody to Love (1994),794
798,Daylight (1996),76047
799,"Frighteners, The (1996)",94537
800,Lone Star (1996),31413
801,Harriet the Spy (1996),10919
802,Phenomenon (1996),83015
803,Walking and Talking (1996),3892
804,She's the One (1996),18371
805,"Time to Kill, A (1996)",178434
806,American Buffalo (1996),3987
808,Alaska (1996),5771
809,Fled (1996),9694
810,Kazaam (1996),25481
813,Larger Than Life (1996),7756
818,"Very Brady Sequel, A (1996)",11651
823,"Collector, The (La collectionneuse) (1967)",9613
824,Kaspar Hauser (1993),501
828,"Adventures of Pinocchio, The (1996)",6245
829,Joe's Apartment (1996),14251
830,"First Wives Club, The (1996)",53359
832,Ransom (1996),134076
833,High School High (1996),14060
835,Foxfire (1996),9683
836,Chain Reaction (1996),55619
837,Matilda (1996),171337
838,Emma (1996),41161
839,"Crow: City of Angels, The (1996)",21314
840,House Arrest (1996),9181
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",34579
842,Tales from the Crypt Presents: Bordello of Blood (1996),15635
848,"Spitfire Grill, The (1996)",7167
849,Escape from L.A. (1996),79446
851,Basquiat (1996),21710
852,Tin Cup (1996),52771
858,"Godfather, The (1972)",1980343
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),23863
866,Bound (1996),59852
867,Carpool (1996),5230
869,Kansas City (1996),5343
870,Gone Fishin' (1997),10514
875,Nothing to Lose (1994),73
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),4302
879,"Relic, The (1997)",29849
880,"Island of Dr. Moreau, The (1996)",35186
881,First Kid (1996),11450
882,"Trigger Effect, The (1996)",8037
885,Bogus (1996),6998
886,Bulletproof (1996),39753
888,Land Before Time III: The Time of the Great Giving (1995),6475
889,1-900 (06) (1994),651
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),41481
892,Twelfth Night (1996),6344
893,Mother Night (1996),5526
896,Wild Reeds (Les roseaux sauvages) (1994),6488
897,For Whom the Bell Tolls (1943),10093
898,"Philadelphia Story, The (1940)",72990
899,Singin' in the Rain (1952),256929
900,"American in Paris, An (1951)",36348
901,Funny Face (1957),32496
902,Breakfast at Tiffany's (1961),189944
903,Vertigo (1958),421708
904,Rear Window (1954),515484
905,It Happened One Night (1934),110617
906,Gaslight (1944),33134
907,"Gay Divorcee, The (1934)",8476
908,North by Northwest (1959),342373
909,"Apartment, The (1960)",193436
910,Some Like It Hot (1959),280345
911,Charade (1963),84023
912,Casablanca (1942),598720
913,"Maltese Falcon, The (1941)",165078
914,My Fair Lady (1964),100534
915,Sabrina (1954),69403
916,Roman Holiday (1953),145883
917,"Little Princess, The (1939)",6620
918,Meet Me in St. Louis (1944),27386
919,"Wizard of Oz, The (1939)",422922
920,Gone with the Wind (1939),330274
921,My Favorite Year (1982),10304
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),233371
923,Citizen Kane (1941),460896
924,2001: A Space Odyssey (1968),708628
926,All About Eve (1950),137289
927,"Women, The (1939)",14713
928,Rebecca (1940),144742
929,Foreign Correspondent (1940),23146
930,Notorious (1946),105971
931,Spellbound (1945),51473
932,"Affair to Remember, An (1957)",32683
933,To Catch a Thief (1955),78583
934,Father of the Bride (1950),12347
935,"Band Wagon, The (1953)",12340
936,Ninotchka (1939),22540
937,Love in the Afternoon (1957),16839
938,Gigi (1958),24158
940,"Adventures of Robin Hood, The (1938)",53875
941,"Mark of Zorro, The (1940)",10842
942,Laura (1944),50519
943,"Ghost and Mrs. Muir, The (1947)",20592
944,Lost Horizon (1937),14255
945,Top Hat (1935),20467
946,To Be or Not to Be (1942),41934
947,My Man Godfrey (1936),26059
948,Giant (1956),41725
949,East of Eden (1955),48288
950,"Thin Man, The (1934)",32150
951,His Girl Friday (1940),62350
952,Around the World in 80 Days (1956),29283
953,It's a Wonderful Life (1946),492876
954,Mr. Smith Goes to Washington (1939),120210
955,Bringing Up Baby (1938),65340
956,Penny Serenade (1941),7910
959,Of Human Bondage (1934),8147
961,Little Lord Fauntleroy (1936),2457
963,"Inspector General, The (1949)",3523
965,"39 Steps, The (1935)",60692
968,Night of the Living Dead (1968),137417
969,"African Queen, The (1951)",83292
970,Beat the Devil (1953),10215
971,Cat on a Hot Tin Roof (1958),52815
973,Meet John Doe (1941),14673
976,"Farewell to Arms, A (1932)",6652
979,Nothing Personal (1995),524
981,Dangerous Ground (1997),2006
982,Picnic (1955),9683
984,"Pompatus of Love, The (1996)",621
986,Fly Away Home (1996),26884
987,Bliss (1997),2849
988,Grace of My Heart (1996),4032
990,Maximum Risk (1996),23657
991,Michael Collins (1996),33373
993,Infinity (1996),1966
994,Big Night (1996),22491
996,Last Man Standing (1996),60499
998,Set It Off (1996),18106
999,2 Days in the Valley (1996),21467
1003,Extreme Measures (1996),20500
1004,"Glimmer Man, The (1996)",21083
1005,D3: The Mighty Ducks (1996),28333
1006,"Chamber, The (1996)",15997
1007,"Apple Dumpling Gang, The (1975)",6432
1008,"Davy Crockett, King of the Wild Frontier (1955)",4764
1009,Escape to Witch Mountain (1975),11184
1010,"Love Bug, The (1969)",17270
